code,libelle,type,code_dren,lib_dren
000296,COLLEGE SAINT JEAN BOSCO TREICHVILLE,PRIVE,31,ABIDJAN 2
000297,COLLEGE SAINT JOSEPH ABOBO,PRIVE,41,ABIDJAN 4
000298,GROUPE SCOLAIRE SAINT LOUIS YOPOUGON,PRIVE,40,ABIDJAN 3
000299,COLLEGE SAINT MAURICE D'ALICOT KOUMASSI,PRIVE,31,ABIDJAN 2
000300,COLLEGE PRIVE SAINT MICHEL / ANYAMA,PRIVE,41,ABIDJAN 4
000301,"INSTITUT SUPERIEUR SECONDAIRE TECHNIQUE ET GENERAL (ISTG)
PIERRE MARIE YOPOUGON",PRIVE,40,ABIDJAN 3
000303,COLLEGE SAINTE ALBERTINE (CSA) KOUMASSI,PRIVE,31,ABIDJAN 2
000304,COLLEGE SAINTE CLAIRE DES BOIS ANYAMA,PRIVE,41,ABIDJAN 4
000305,GROUPE SCOLAIRE SAINTE FOI ABOBO,PRIVE,41,ABIDJAN 4
000306,COLLEGE SAINTE RUTH ABOBO,PRIVE,41,ABIDJAN 4
000307,COURS SECONDAIRE SAINTE THERESE KOUMASSI,PRIVE,31,ABIDJAN 2
000308,COLLEGE KONE MAMADOU ATTECOUBE,PRIVE,40,ABIDJAN 3
000309,COLLEGE SEGBE YOPOUGON,PRIVE,40,ABIDJAN 3
000310,COLLEGE SEPI YOPOUGON,PRIVE,40,ABIDJAN 3
000312,GROUPE SCOLAIRE THANON NAMANKO COCODY 2 PLATEAUX,PRIVE,12,ABIDJAN 1
000315,COLLEGE PRIVE VICTOR SCHOELCHER ADJAME,PRIVE,12,ABIDJAN 1
000316,COLLEGE VICTOR SCHOELCHER RIVIERA,PRIVE,12,ABIDJAN 1
000317,COLLEGE VICTOR SCHOELCHER YOPOUGON,PRIVE,40,ABIDJAN 3
000318,COLLEGE VOLTAIRE MARCORY,PRIVE,31,ABIDJAN 2
000319,ECOLE WILLIAM PONTY YOPOUGON,PRIVE,40,ABIDJAN 3
000321,COURS LOBA ADJAME,PRIVE,12,ABIDJAN 1
000324,COURS SECONDAIRE CATHOLIQUE YOPOUGON KOUTE,PRIVE,40,ABIDJAN 3
000325,COURS SECONDAIRE METHODISTE COCODY,PRIVE,12,ABIDJAN 1
000328,COURS SECONDAIRE METHODISTE PLATEAU,PRIVE,12,ABIDJAN 1
000331,EURELEC ZONE 4,,,
000332,COLLEGE FRELEC SCOLAIRE YOPOUGON,PRIVE,40,ABIDJAN 3
000334,"INSTITUT SECONDAIRE TECHNIQUE LES ANGES -ISTA (EX GS LES
ANGES) YOPOUGON",PRIVE,40,ABIDJAN 3
000335,GROUPE SCOLAIRE NEWTON / YOPOUGON,PRIVE,40,ABIDJAN 3
000336,GROUPE SCOLAIRE ENTENTE KOUMASSI,PRIVE,31,ABIDJAN 2
000338,GROUPE SCOLAIRE LES PINGOUINS ABOBO SOGEFIHA,PRIVE,41,ABIDJAN 4
000339,GROUPE SCOLAIRE NANTI ABOBO ANANERAIE ABOBO,PRIVE,41,ABIDJAN 4
000341,GROUPE SCOLAIRE L'ARDOISE RIVIERA-III,PRIVE,12,ABIDJAN 1
000342,GROUPE SCOLAIRE LA FARANDOLE 2 PLATEAUX,PRIVE,12,ABIDJAN 1
000344,COMPLEXE SCOLAIRE I.G.E.S. YOPOUGON,PRIVE,40,ABIDJAN 3
000346,COLLEGE IPES YOPOUGON,PRIVE,40,ABIDJAN 3
000348,INSTITUT FROEBEL MARCORY,PRIVE,31,ABIDJAN 2
000350,INSTITUT LIBANAIS D'ENSEIGNEMENT TREICHVILLE,PRIVE,31,ABIDJAN 2
000353,INSTITUT SACRE COEUR D'ADJAME (ISCA),PRIVE,12,ABIDJAN 1
000354,INSTITUT SOMA SAMAKE ADJAME,PRIVE,12,ABIDJAN 1
000356,COLLEGE SAFOP ZONE 4C MARCORY,PRIVE,31,ABIDJAN 2
000363,ECOLE SUPERIEURE DE COMMERCE (ESC) CASTAING PLATEAU,,,
000367,"INSTITUT TECHNIQUE DE L’ENSEIGNEMENT SUPERIEUR (ITES)
COCODY 2 PLATEAUX",PRIVE,12,ABIDJAN 1
000375,"CENTRE D’ENSEIGNEMENT TECHNIQUE FEMININ (CETF) NOTRE
DAME DE LA PAIX TREICHVILLE",PRIVE,31,ABIDJAN 2
000383,CFPC LOKO MARCORY,PRIVE,31,ABIDJAN 2
000393,C.N.P.T.E. ABIDJAN,PUBLIC,12,ABIDJAN 1
000395,LYCEE CLASSIQUE ABIDJAN,PUBLIC,12,ABIDJAN 1
000396,LYCEE GARCONS BINGERVILLE,PUBLIC,12,ABIDJAN 1
000397,LYCEE MAMIE FAITAI BINGERVILLE,PUBLIC,12,ABIDJAN 1
000399,LYCEE MODERNE 1 ABOBO,PUBLIC,41,ABIDJAN 4
000402,LYCEE MODERNE KOUMASSI,PUBLIC,31,ABIDJAN 2
000404,LYCEE MODERNE TREICHVILLE,PUBLIC,31,ABIDJAN 2
000405,LYCEE SAINTE MARIE ABIDJAN,PUBLIC,12,ABIDJAN 1
000407,LYCEE MUNICIPAL 1 GADIE PIERRE YOPOUGON,PUBLIC,40,ABIDJAN 3
000408,LYCEE MUNICIPAL 1 ATTECOUBE,PUBLIC,40,ABIDJAN 3
000410,LYCEE MUNICIPAL 1 KOUMASSI,PUBLIC,31,ABIDJAN 2
000411,LYCEE MODERNE AMAGOU VICTOR DE MARCORY,PUBLIC,31,ABIDJAN 2
000412,E.M.P.T BINGERVILLE,PUBLIC,12,ABIDJAN 1
000414,LYCEE TECHNIQUE COCODY,PUBLIC,12,ABIDJAN 1
000415,LYCEE TECHNIQUE DE YOPOUGON,PUBLIC,40,ABIDJAN 3
000417,LYCEE PROFESSIONNEL HOTELIER ABIDJAN,,,
001939,ECOLE LIBANAISE EN COTE D'IVOIRE MARCORY,PRIVE,31,ABIDJAN 2
007666,COLLEGE IRIS-II ABOBO AVOCATIER,PRIVE,41,ABIDJAN 4
008805,COLLEGE D'ENSEIGNEMENT SECONDAIRE KOUMASSI,PRIVE,31,ABIDJAN 2
008807,COLLEGE KADJE YOPOUGON,PRIVE,40,ABIDJAN 3
008810,LYCEE MODERNE DE JEUNES FILLES DE YOPOUGON,PUBLIC,40,ABIDJAN 3
008816,"INSTITUT SECONDAIRE TECHNIQUE ADAMA SANOGO (ISTAS)
ABOBO PLATEAU DOKUI",PRIVE,41,ABIDJAN 4
008977,INSTITUT SCOLAIRE LAVOISIER COCODY ANGRE,PRIVE,12,ABIDJAN 1
009512,LYCÉE SAGUIDIBA YOPOUGON,PRIVE,40,ABIDJAN 3
009917,COLLEGE ANADOR YOPOUGON,PRIVE,40,ABIDJAN 3
009919,PENSIONNAT PROTESTANT FILLES ANYAMA,PRIVE,41,ABIDJAN 4
009958,GROUPE SCOLAIRE KONE IDRISSA YOPOUGON,PRIVE,40,ABIDJAN 3
009962,LYCEE MUNICIPAL D'ABOBO,PUBLIC,41,ABIDJAN 4
009964,LYCEE MUNICIPAL D'ADJAME-WILLIAMVILLE,PUBLIC,12,ABIDJAN 1
009966,COLLEGE JEANNE DE CAVALLY YOPOUGON ANDOKOI,PRIVE,40,ABIDJAN 3
009967,GROUPE SCOLAIRE LES ELITES ABOBO,PRIVE,41,ABIDJAN 4
009968,LYCEE SAINT GILBERT DE DJAGO ABOBO,PRIVE,41,ABIDJAN 4
009970,COLLEGE SAINT EDER ABOBOTE KENEDY,PRIVE,41,ABIDJAN 4
010092,GROUPE SCOLAIRE COMMANDANT COUSTEAU COCODY,PRIVE,12,ABIDJAN 1
010149,COLLEGE SAINT BRICE-PROVINCIAL GRACES ABOBO,PRIVE,41,ABIDJAN 4
010423,COLLEGE LES PIGEONS YOPOUGON,PRIVE,40,ABIDJAN 3
010425,COLLEGE VICTOR LOBA DJOKOUEHI ABOBO,PRIVE,41,ABIDJAN 4
010427,GROUPE SCOLAIRE MELLIN SERAPHINE YOPOUGON,PRIVE,40,ABIDJAN 3
010432,INSTITUT LKM YOPOUGON,PRIVE,40,ABIDJAN 3
010433,YADA CLEMENT YOPOUGON,PRIVE,40,ABIDJAN 3
010434,COURS SECONDAIRE METHODISTE YOPOUGON KOUTE,PRIVE,40,ABIDJAN 3
010579,INSTITUT LEOPOLD SEDAR SENGHOR YOPOUGON,,,
010590,COLLEGE GUCHANROLAIN YOPOUGON,PRIVE,40,ABIDJAN 3
010643,COLLEGE LE GRAND II ADJAME,PRIVE,12,ABIDJAN 1
010645,COLLEGE NEOPHYTE VRIDI,PRIVE,31,ABIDJAN 2
010646,COLLEGE ESTHER KOUMASSI,PRIVE,31,ABIDJAN 2
010648,COLLEGE VICTOR LOBA DJOKOUEHI COCODY ANGRE,PRIVE,12,ABIDJAN 1
010649,GROUPE SCOLAIRE LA VICTOIRE 2 YOPOUGON BANCO 2,PRIVE,40,ABIDJAN 3
010650,COLLEGE JEAN-BAPTISTE DE LA SALLE YOPOUGON WASSAKARA,PRIVE,40,ABIDJAN 3
010651,INSTITUT TRAORE ADAMA KOUMASSI,PRIVE,31,ABIDJAN 2
010653,COLLEGE SINGA YOPOUGON CAMP MILITAIRE,PRIVE,40,ABIDJAN 3
010655,COLLEGE MODERNE ET TECHNIQUE NOGOLAMA ANYAMA,PRIVE,41,ABIDJAN 4
010656,COLLEGE DORIAN YOPOUGON,PRIVE,40,ABIDJAN 3
010716,INSTITUT SUPERIEUR TECHNIQUE (IST) LA COLOMBE KOUMASSI,PRIVE,31,ABIDJAN 2
010734,GROUPE SCOLAIRE LES PETITS SOLEILS / YOPOUGON,PRIVE,40,ABIDJAN 3
010907,COLLEGE LE CONQUERANT BINGERVILLE,PRIVE,12,ABIDJAN 1
010972,GROUPE SCOLAIRE AMICHIA YOPOUGON,PRIVE,40,ABIDJAN 3
010978,GROUPE SCOLAIRE ADJA MADOUE TOURE ANYAMA,PRIVE,41,ABIDJAN 4
010980,COLLEGE ATLAS D'ANYAMA GARE,PRIVE,41,ABIDJAN 4
010990,COLLEGE FRANTZ FANON KOUMASSI,,,
010991,"ECOLE D’ENSEIG. SECONDAIRE GENERAL TECHN. ET PROF.
(EESGTP) LA SORBONNE YOPOUGON",PRIVE,40,ABIDJAN 3
010993,COLLEGE SAINT VIATEUR COCODY,PRIVE,12,ABIDJAN 1
011048,COLLEGE HAROUN TAZIEFF ABOBO,PRIVE,41,ABIDJAN 4
011062,COLLEGE AUTOROUTE DU NORD YOPOUGON,PRIVE,40,ABIDJAN 3
011080,GROUPE SCOLAIRE SAINTE RUTH YOPOUGON,PRIVE,40,ABIDJAN 3
011106,COLLEGE LE ROI DES ROIS KOUMASSI,PRIVE,31,ABIDJAN 2
011121,COLLEGE PRIVE LA PROMOTION D'ABOBO,PRIVE,41,ABIDJAN 4
011153,GROUPE SCOLAIRE LAMA FOFANA YOPOUGON,PRIVE,40,ABIDJAN 3
011155,ADOI CENTRALE ELECTRONIQUE (ACE) YOPOUGON,PRIVE,12,ABIDJAN 1
011177,COURS SECONDAIRE METHODISTE YOPOUGON NIANGON,PRIVE,40,ABIDJAN 3
011401,COLLEGE COULIBALY SANDENI ABOBO ANOKOI-EXTENSION,PRIVE,41,ABIDJAN 4
011402,COLLEGE BELLE ETOILE,PRIVE,41,ABIDJAN 4
011407,COLLEGE VINCENT LE LEADER YOPOUGON,PRIVE,40,ABIDJAN 3
011411,"ECOLE DES TECHNIQUES ET SPECIALITES (ETS) - EDUFOR
YOPOUGON",PRIVE,12,ABIDJAN 1
011426,INSTITUT SAINT ANTOINE (ISA) ABOBO,PRIVE,41,ABIDJAN 4
012112,COLLEGE LE PETIT COLLEGE KOUMASSI,PRIVE,31,ABIDJAN 2
012113,COLLEGE PRIVE ABRAHAM PORT BOUET,PRIVE,31,ABIDJAN 2
012114,GROUPE SCOLAIRE LES 3 A YOPOUGON,PRIVE,40,ABIDJAN 3
012115,COLLEGE LE ROI DAVID YOPOUGON,PRIVE,40,ABIDJAN 3
012116,COLLEGE SEBACO YOPOUGON,PRIVE,40,ABIDJAN 3
012117,COLLEGE CIEL PLURIEL YOPOUGON,PRIVE,40,ABIDJAN 3
012118,COLLEGE PRIVE L'ECLOSION 2 YOPOUGON ANANERAIE,PRIVE,40,ABIDJAN 3
012138,INSTITUT SAINTE COLETTE KOUMASSI,PRIVE,31,ABIDJAN 2
012141,GROUPE SCOLAIRE LAROUSSE ABOBO PLATEAU DOKUI,PRIVE,41,ABIDJAN 4
012200,GROUPE SCOLAIRE ABRAHAM AYEBY ABOBO,PRIVE,41,ABIDJAN 4
012204,COLLEGE EULALIE BLAH ABOBO CLOUETCHA,PRIVE,41,ABIDJAN 4
012205,COLLEGE FATOUMABA YOPOUGON,PRIVE,40,ABIDJAN 3
012206,GROUPE SCOLAIRE SAINTE ELISABETH ABOBO,PRIVE,41,ABIDJAN 4
012208,COLLEGE LES NOUVEAUX HORIZONS ABOBO KENEDY,PRIVE,41,ABIDJAN 4
012222,GROUPE SCOLAIRE SAINT CYR PORT-BOUET GONZAGUEVILLE,PRIVE,31,ABIDJAN 2
012242,INSTITUT SCOLAIRE PRIVE MARDOCHEE (I.S.P.M) ADJAME,PRIVE,12,ABIDJAN 1
012256,COLLEGE TCHIOULY YOPOUGON ABOBO-DOUME JESRUSALEM,PRIVE,40,ABIDJAN 3
012263,LYCEE MUNICIPAL PORT-BOUET,PUBLIC,31,ABIDJAN 2
012316,LYCEE MUNICIPAL EHIVET GBAGBO YOPOUGON-NIANGON,PUBLIC,40,ABIDJAN 3
012477,LYCEE MODERNE SONGON,PUBLIC,40,ABIDJAN 3
013038,COLLEGE ADVENTISTE ABIDJAN,PRIVE,31,ABIDJAN 2
013039,GROUPE SCOLAIRE GBADJE ABOBO,PRIVE,41,ABIDJAN 4
013040,GROUPE SCOLAIRE JEAN BAPTISTE ABOUNAN,PRIVE,41,ABIDJAN 4
013042,GROUPE SCOLAIRE LE PARTHENON ABOBO,PRIVE,41,ABIDJAN 4
013045,COLLEGE VENEZUA COCODY,PRIVE,12,ABIDJAN 1
013049,GROUPE SCOLAIRE LES SAINTS ANGES YOPOUGON,PRIVE,40,ABIDJAN 3
013051,COLLEGE MITTERAND YOPOUGON,PRIVE,40,ABIDJAN 3
013053,COLLEGE LA BAGOUE YOPOUGON,PRIVE,40,ABIDJAN 3
013054,GROUPE SCOLAIRE LE SAVANT 1 YOPOUGON,PRIVE,40,ABIDJAN 3
013057,COLLEGE SAINT BRICE YOPOUGON,PRIVE,40,ABIDJAN 3
